Name the various costumed personas of Dr. Henry Pym .,ind
What breed of dog was the'Little Rascals'dog ?,animal
What are the living conditions in Cuba ?,desc
What color are school buses ?,color
What is the oldest website on the Internet ?,other
"What events happened January 26 , 1978 ?",event
What explorers followed Columbus to the Americas ?,ind
Who is actress Goldie Hawn 's current actor boyfriend ?,ind
Who banned Peter Rose from baseball for betting on games ?,ind
What are the seven virtues ?,def
What other name were the'Little Rascals'known as ?,termeq
When was the San Francisco fire ?,date
What is a fear of food ?,dismed
"How many casinos are in Atlantic City , NJ ?",count
What year did the Vietnam War end ?,date
What are the names of Richard Nixon 's two daughters ?,ind
What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?,word
What is the chromosome number of an elephant ?,count
What organization was founded by the Rev. Jerry Falwell ?,gr
What 's the longest river in the world ?,other
Which soft drink does Madonna advertise for ?,food
What company is being bought by Yahoo and how much is the deal worth ?,gr
When was Berlin 's Brandenburg gate erected ?,date
How many double-word-score spaces are there on a Scrabble Crossword Game board ?,count
What year did Germany sign its nonaggression pact with the Soviet Union ?,date
What mountain range is traversed by the highest railroad in the world ?,mount
Why were the American soldiers in WWI called'Doughboys '',reason
Who was nicknamed The Little Corporal ?,ind
How many CDs has Garth Brooks sold ?,count
Name the vessel used by the Atari Force in the DC comics .,veh
Where are the leading medical groups specializing in lung diseases ?,other
"How can I find online spelling , and punctuation drills for my 6th grader ?",manner
What 's the sacred river of India ?,other
What is Stefan Edberg 's native country ?,country
What is the only gland in humans that can regenerate itself ?,body
How many Gutenberg Bibles are there ?,count
Name the largest country in South America .,country
What astronomical phenomenon takes place in Jan. 1999 ?,event
What information can you get me on Fairground Park in St. Louis,desc
What was American folk hero John Chapman 's nickname ?,ind
What is the difference between a median and a mean ?,desc
What was the top box office movie in April 1998 ?,cremat
What makes thunder ?,reason
What author did photographer Yousuf Karsh call'the shiest man I ever met'?,ind
"Which is the largest clock , diameter wise , in Europe ?",other
What plant is rum made from ?,plant
What country are Godiva chocolates from ?,country
"Name the poet of the poem which begins : I do not know much about gods ; but I think that the river Is a strong brown god-sullen , and untamed ?",ind
Which condiment was once sold as a patent medicine ?,food
What U.S. state records the least rainfall ?,state
Why did the world enter a global depression in 1929 ?,reason
"What was archy , and mehitabel ?",def
What Texas city got its name from the Spanish for'yellow'?,city
What are the chemicals used in glowsticks ?,substance
What country did the Nile River originate in ?,country
What color are tennis balls ?,color
What barroom judge called himself The Law West of the Pecos ?,ind
What excuse did the NATO people give for hitting the Chinese embassy ?,desc
Who was President of Costa Rica in 1994 ?,ind
What sports event is Meyer Wolfsheim supposed to have fixed in The Great Gatsby ?,sport
What country has the best defensive position in the board game Diplomacy ?,country
What two countries share the Khyber Pass ?,country
Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?,ind
What is the origin of the surname of Braun ?,desc
"What card game has variations called Canfield , Klondike and Spider ?",sport
What is Australia Day ?,def
What mammal of North America is the world 's longest-lived for its size ?,animal
What was the Chivington Massacre ?,def
"What actor starred in 1980 's Blue Lagoon , 1982 's The Pirate Movie and 1983 's A Night in Heaven ?",ind
How many home runs did Lou Gehrig have during his career ?,count
In what city is the headquarters of Sinn Fein ?,city
Where can I find information on George Bush ?,other
Who is the voice of Miss Piggy ?,ind
What is the dialogue circle in cartoons called ?,termeq
"What does the word camaro mean , from the GM car the Camaro ?",def
Who replaced Bert Parks as the host of The Miss America Pageant ?,ind
How many boys play the game in Winslow Homer 's 1872 painting Snap the Whip ?,count
What is the AIM-54C Phoenix ?,def
When are sheep shorn ?,date
What sport is Chris Jogis a top player of ?,sport
What 's the second-largest island in the world ?,other
What is the definition of low island ?,def
What century does Captain Video live in ?,date
What types of water pollution are there ?,other
How many astronauts manned each Project Mercury flight ?,count
What soft drink would provide me with the biggest intake of caffeine ?,food
What 's the name of a golf course in Myrtle Beach ?,other
What are some of the significant historical events of the 1990s ?,event
Name the only extant trilogy of classical Greek plays .,cremat
Where is Logan Airport ?,other
What is the difference between Neoclassical art and Romanticism art ?,desc
Who was the first person inducted into the U.S. Swimming Hall of Fame ?,ind
What golfer has been called Ohio Fats and Blobbo ?,ind
Who murdered Leno and Rosemary LaBianca on August 1,ind
What is the average cost for four years of medical school ?,money
What does God create in the first sentence of the Bible ?,other
Which of the following men was not married to Rita Hayworth ?,ind
What is the current ticket fare from from Cairo to Barbados ?,money
What does NN O'mean when used as a prefix in Irish surnames ?,exp
How do you find oxidation numbers ?,manner
What is the state nickname of Mississippi ?,state
"What is Black Hills , South Dakota most famous for ?",reason
What 1966 boob tube bomb took astronauts back to prehistoric times ?,cremat
How many students attend the University of Massachusetts ?,count
"Who said ,'I shall return .'during World War Two ?",ind
What holidays are celebrated in Ireland ?,event
"Who portrayed Etta Place , companion to Butch Cassidey and the Sundance Kid ?",ind
What are the Greek numerals ?,def
What 's the name of the temple that is located near the capital city of Laos ?,other
What is a fear of sleep ?,dismed
What auto race was Wilbur Reed the first to win three times ?,sport
What are the most common breeding birds in the U.S. ?,animal
"What was organized as a Confederate veterans ' social club in Pulaski , in Tennessee , in 1866 ?",event
How do you look up criminal records on the Internet ?,manner
"Where is the actress , Marion Davies , buried ?",other
What is an example of an actual case of using the Fourteenth Amendment ?,desc
Who was the Charlie perfume woman ?,ind
Who portrayed'Rosanne Rosanna-Dana'on the television show'Saturday Night Live'?,ind
"What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?",ind
When did Iraqi troops invade Kuwait ?,date
What was Mark Johnson referring to when he said :'I still can 't believe it- we beat the Russians ? '',termeq
What car was driven in the 199 release of'Smokey and the Bandit'?,product
What was the backup singing group for Roy Rogers ?,gr
What famous singing cowboy owns the California Angels baseball team ?,ind
What 1915 film was the first to gross $5 million ?,cremat
Where did the term'86'come from ?,desc
What causes someone to be ticklish ?,reason
What is the probability that at least 2 out of 25 people will have the same birthday ?,perc
How many Canadians emmigrate each year ?,count
Why did several San Diego schools remove apples from students menus ?,reason
What musical instrument did Sherlock Holmes play ?,instru
Who was Gerald Ford 's vice president ?,ind
What is'the washed vodka'?,def
How many different languages are spoken in Europe ?,count
What year was Desmond Mpilo Tutu awarded the Nobel Peace Prize ?,date
What 's a'Drinker respirator'better known as ?,termeq
Who invented batteries ?,ind
Why do recipe books recommend starting with cold water when you boil something ?,reason
Where can I buy a good snowboard for less than $200 ?,other
What title did Suzette Charles assume for two months in 1984 ?,title
What was the infamous pseudonym of Peter Sutcliffe ?,ind
What is Smokey The Bear 's middle name ?,animal
What is Nicholas Cage 's occupation ?,title
What British TV series featured Emma Peel ?,cremat
What London street is the home of British journalism ?,other
What tragedy befell the city of Dogtown in 1899 ?,event
What is the Immaculate Conception ?,def
What are the names of all the U.S. Navy aircraft carriers ?,veh
What format was VHS 's main competition ?,other
What is Candlemas Day ?,def
In what city is the famed St. Mark 's Square ?,city
What does the Ouarterly Review of Doublespeak call an'inoperative statement'?,termeq
How much did the minimum wage amount to in 1991 ?,money
Where is Tufts University ?,other
What is a pyrotechnic display ?,def
How do I find out about jobs ?,manner
What Japanese manufacturer is known for both its pianos and its motorcycles ?,gr
What is the chemical reactivity of argon ?,other
How many engines does a Boeing 737 have ?,count
What is the origin of the term'The Brooklyn Side'in bowling ?,desc
What is a fear of being cold ?,dismed
How long was Mao 's 1930s Long March ?,dist
What net game sees its women 's world amateur champions receive the Uber Cup ?,sport
What four-legged creature did a Cornell University study say would make man 's best companion in space ?,animal
What does a teaspoon of matter weigh in a black hole ?,weight
"What did British companies stick 175 , 0 tons of tea into in 1982 ?",other
What province is Edmonton located in ?,state
How can I find out how much income tax is paid on Social Security income on the 1998 income tax ?,manner
Who did Sonny Liston succeed as world heavyweight boxing champion ?,ind
What is California 's state bird ?,animal
What is Martin Luther King Jr. 's real birthday ?,date
Name the various super-teams to which the Angel has belonged .,gr
How does Zatanna perform her magic in DC comics ?,manner
What 's the name of Jacques Cousteau 's research ship ?,veh
What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?,ind
Whose video is titled Shape Up with Arnold ?,ind
In which Kevin Costner movie did Sioux Indians play a role ?,cremat
How many James Bond novels are there ?,count
How do you get dates with the'Hooters'girls ?,manner
What bird can swim but can 't fly ?,animal
How can I get a comic character I made copyrighted and published ?,manner
How large is the Arctic refuge to preserve unique wildlife and wilderness value on Alaska 's north coast ?,volsize
What is Plc ?,def
How much electricity does the brain need to work ?,count
How many acres in a mile ?,count
What Dickens novel has David carrying the message'Barkis is willin'to Peggy ?,cremat
What is a hyperlink ?,def
Who 's the twin brother of the Greek goddess Artemis ?,ind
Where did marijuana come from ?,desc
"What is the per-capita income of Colombia , South America , ?",money
What novel has Big Brother watching ?,cremat
How many Grammys did Michael Jackson win in 1983 ?,count
What does Elysium mean ?,def
What is the oldest website on the Internet ?,other
What is Shalom ?,def
What was the favorite sport of Tom Wolfe 's The Pump House Gang ?,sport
What organic fuel do bog-dwellers use a'slane'to cut ?,substance
What is the average age of a member of the team that worked on the Manhatten Project ?,period
What country received all the Nobel Prizes awarded in 1976 ?,country
How do you get rid on woodpeckers ?,manner
How many syllables are there in a line of hendecasyllabic poetry ?,count
"What soft drink first appeared in the Old Corner Drug Store in Waco , Texas , in 1885 ?",food
What is Britain 's possession on the Chinese mainland ?,other
Who was America 's first Public Enemy No. 1 ?,ind
How many children under 18 are victims of some sort of Physical Abuse each year ?,count
What is the origin of thank you notes ?,desc
What did Jimmy Stewart invent ?,other
What generation am I in ?,other
What is a fear of hell ?,dismed
Who is Dear Abby ?,desc
"Who lives at 24 Sussex Drive , Ottawa ?",ind
What is Jell-O made from ?,substance
Who was Monet ?,desc
What are the only two states that incorporate the Confederate battle flag in their flags ?,state
How do you make panoramic sugar eggs for Easter - the ones with the scene inside ?,manner
What 's the Southern dish made of pigs ' small intestines ?,food
Where is Guam ?,other
Who was the famous door-to-door brush salesman ?,ind
What is the executor in a will ?,def
"What inescapable purveyor of background music celebrated its 5th anniversary in July , 1984 ?",gr
How many people in America snore ?,count
Who is always trying to get the rent from Andy Capp ?,ind
What soft drink is most heavily caffeinated ?,food
Who did Jackie Kennedy commission to write The Death of a President ?,ind
Which drug is commonly used to treat AIDS ?,dismed
How many stars are there on the Soviet Union 's flag ?,count
What is the difference between microprocessors & microcontrollers ?,desc
Who sought to create The Great Society ?,ind
What are tourist attractions in Reims ?,other
What are the lengths of pearl necklaces ?,dist
Who said :'Soldiers win the battles and generals get the credit'?,ind
What is the proof that houseplants metabolize carcinogens ?,desc
What prompted the co-pilot of the Enola Gay to enter only'My God'in his log ?,reason
How long does it take the typical hen to lay 19 dozen eggs ?,period
What Colorado city owns its own glacier ?,city
What is the history of'the toast'?,desc
What was the name of the Protestant revolt against the supremacy of the Pope ?,event
What is an arab strap ?,def
"How much does it cost , average or whatever is available , to produce and send junk mail catalogues in the US ? , DT CD NN NN ,",money
Who is the current UN Secretary General ?,ind
"Who provides telephone service in Orange County , California ?",gr
Where did guinea pigs originate ?,other
What two countries ' coastlines border the Bay of Biscay ?,country
Why did Egyptians shave their eyebrows ?,reason
What organization did Mr. Waverly assign agents for ?,gr
When was the slinky invented ?,date
What are the characters ' names in the Scooby-Doo cartoon ?,ind
What is a fear of cold ?,dismed
What was Eduard Shevardnadze 's job in the Soviet Union ?,title
What causes rust ?,reason
Which is the only Dick Tracy villain to appear three times ?,ind
What was the monster in Spielberg 's film'Jaws'?,animal
What color is an Arctic fox in winter ?,color
"What do the names Neil , Mary , and Anthony mean ?",def
"What European capital celebrated its 2 , 000th anniversary in 1951 ?",city
Why do people in the upper peninsula of Michagin say'eh ?'?,reason
What flower did Vincent Van Gogh paint ?,plant
What country was the setting of You Only Live Twice ?,country
What was Thatcher 's approval rating after 10 years in power ?,perc
Winnie the Pooh is what kind of animal ?,animal
"What was the first Funk 'N Lata , Brazilian group , success ?",desc
What is a handheld PC ?,def
What did John Hinckley do to impress Jodie Foster ?,desc
What is Larry King 's job ?,title
How many calories are in a tomato ?,count
In what state was the first co-educational college established,state
What war saw a naval battle between the luxury liners Cap Trafalgar and the Carmania ?,event
What is the treatment for depression ?,techmeth
What is a fear of slime ?,dismed
What country in Latin America is the largest one ?,country
On which Hawaiian island is Pearl Harbor ?,other
"What feathered cartoon characters do Yugoslavians know as Vlaja , Gaja , and Raja ?",ind
What Marx Brothers movie centers on a stolen painting ?,cremat
What was unusual about Alexandra 's appearance in Josie and the Pussycats ?,desc
What is the origin of the word'mind'?,desc
When was Dick Clark born ?,date
What game is fatal to anybody over 21 ?,sport
What is the death toll of people dying from tuberculosis ?,other
What happened to Moon Maiden ?,desc
What city is wiener schnitzel named for ?,city
What are the Urals ?,def
How can you stop the itch from poison ivy ?,manner
What desert has the highest sand dunes ?,other
What two countries contain Sierra Nevada mountains ?,country
How do you tell your parents you are dating an older man ?,manner
How long was the TV mission of Star Trek 's Enterprise to be ?,period
What phone number can I call to have a tree planted ?,code
When did the'Star-Spangled Banner'become the national anthem ?,date
Who was Lacan ?,desc
What are the four natural aids used in riding a horse ?,techmeth
What continent 's name appears on the upper left corner of a Budweiser label ?,other
Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?,ind
Who did Bobby Fischer beat to win the world chess championship ?,ind
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,manner
Where can I get information and statistics on countries and nations ?,other
Name a Gaelic language .,lang
"What day is August 13 , 1971 ?",date
Where can I find a list of all the companies in America that offer a direct stock purchase plan ?,other
How do you send a movie transcript to Hollywood so that it can be produced into a film ?,manner
"What literary classic centers on the search for a treasure in gold worth 7 , 0 pounds ?",cremat
What is the origin of blue for boys and pink for girls ?,desc
What is the name of the Michelangelo painting that shows two hands with fingers touching ?,cremat
How big is a quart ?,volsize
What is the Hub of London ?,def
Jude Law acted in which film ?,cremat
What causes panic attacks ?,reason
What was the filling in the first golf balls ?,def
What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,dismed
What country was A Terrible Beauty to Leon Uris ?,country
What is typhoid fever ?,def
Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?,other
What are the Twin Cities ?,def
What is Beethoven 's 9th symphony called ?,cremat
Name the lawyer for Randy Craft .,ind
Which breakfast cereal brought you'the best each morning'?,food
"What does Ms. , Miss , and Mrs. stand for ?",exp
What is the Homelite Inc. home page ?,other
"What explosive do you get by mixing charcoal , sulfur and saltpeter ?",substance
What mountainous region of the world is the Lhasa Apso dog native to ?,other
What cancer is commonly associated with AIDS ?,dismed
How long does it take light to reach the Earth from the Sun ?,period
Who lives at 39 Stone Canyon Way ?,ind
How many questions are on this thing ?,count
Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?,ind
"Who is Karenna Gore , Al Gore 's oldest daughter , married to ?",ind
Who played the title role in I Was a Teenage Werewolf ?,ind
Why are there olives in martinis ?,reason
In what year did Hitler gain power of Germany ?,date
What year did Rossetti paint'Beata Beatrix'?,date
What record company produced the 1978 movie The Wiz ?,gr
Where can I find information about touring the Philippines ?,other
What did The Gas House Gang play ?,other
How many square feet is Bill Gates ' home ?,count
"What is the name of actor Rex Harrison 's son , who starred in a modestly popular TV show during the late 1960's ?",ind
What is the highest Roman numeral ?,def
What 's the most popular form of bridge ?,other
Who was the inventor of the stove ?,ind
What comedian has a legendary reputation for stealing jokes ?,ind
Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?,other
Boxing Day is celebrated on what date ?,date
What are the first ten amendements passed ?,cremat
What is another term for the painful wrist syndrome ?,dismed
What 's the difference between sleet and freezing rain ?,desc
How is the new Ford Econoline van F25 V1 engine ?,manner
Who was the king who was forced to agree to the Magna Carta ?,ind
Who was made the first honorary citizen of the U.S. ?,ind
What game is Garry Kasparov really good at ?,sport
Where was Richard Nixon when Gerald Ford became president ?,other
Where does the U.S. rank among world countries in area ?,ord
What novel did Ian Fleming introduce James Bond in ?,cremat
What was the target rate for M3 growth in 1992 ?,perc
What baseball team was routinely called'dem bums'by its frustrated fans ?,gr
Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?,ind
When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,date
What are the major differences in the Catholic and Methodist religions ?,desc
Name the On Stage character whose face was never seen .,ind
How much energy is released when oxygen and hydrogen mix ?,count
What is the best Internet business to go into ?,gr
What does Venus Retrograde mean ?,def
Who is known as'the world 's oldest teenager'?,ind
What are the largest breweries in the world ?,other
What does Las Vegas mean ?,def
What does the word'meta'mean ?,def
What keeps clouds in the air ?,other
What 's the term for any four-sided figure ?,termeq
Ray Charles plays which instrument ?,instru
What country and western singer is known as The Silver Fox ?,country
What building appropriately enough is depicted on the back of the 1-dollar bill ?,other
What is graduate school ?,def
What is the difference between New York-style and Chicago-style pizza ?,desc
What baseball team owner and sailor is known as The Mouth of the South ?,ind
What type of betting is used in horse racing ?,sport
What kind of hat does Bat Masterson wear ?,product
Who was with Patricia Hearst the night she was kidnaped ?,ind
What is the Viking Prince 's first name ?,ind
What does the abbreviation cwt. ?,exp
In what deodorant commercial did tenants have adjoining medicine cabinets ?,other
Where is Rider College located ?,other
What boxer 's life story is titled Raging Bull ?,ind
For what reason did some San Diego schools stop serving apples ?,reason
Who advised listeners to'see the U.S.A. in your Chevrolet'?,ind
Where was the first restaurant ?,other
Where can I find full written draft of CTBT ?,other
How many horses died during the civil war ?,count
How much waste does an average dairy cow produce in a day ?,count
What Nobel laureate was expelled from the Philippines before the conference on East Timor ?,ind
"What woman has carried the most multiple births , twins , triplets , etc. , ?",ind
How many minutes were there on the original GE College Bowl clock ?,count
What is the average time it takes for a male to ejaculate ?,period
What is website of the International Court of Justice ?,other
Where are 8 of the 10 highest mountains in the world ?,other
Where can I look at a perpetual calendar ?,other
How many astronauts have been on the moon ?,count
In what year did the Bounty mutiny happen ?,date
What is the only substance that gives food its'taste'when eaten ?,substance
How do you reference a website ?,manner
What is pandoro ?,def
What do the letters ZIP stand for in the phrase'ZIP code'?,exp
Which Bourbon king was restored to the French throne during Napoleon 's abdication ?,ind
What is one of the cities that the University of Minnesota is located in ?,city
What are the words to'My Way'written by Paul Anka ?,desc
How do I install a tile floor ?,manner
What is the quickest and easiest way to get nail polish out of clothes ?,techmeth
Why was the zipper invented ?,reason
What 's the No. 1 killer in industrialized countries ?,other
Name four famous cartoon cats .,animal
What daughter of Henry VIII and Anne Boleyn became queen of England ?,ind
How did ` stat ' come to be used as an expression for quickly ?,manner
What 's the most common nickname of U.S. college football teams ?,gr
What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?,desc
What is the most useful site on the Internet ?,other
What is the world 's highest peak ?,mount
What was a Mae West on a World War II battleship ?,def
Define cosmology .,def
What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?,ind
What are amicable numbers ?,def
When were the Olympic Games in which Nadia Comaneci became popular played ?,date
"Where is Hearst Castle , built by publisher William Randolph Hearst ?",other
What 's the largest U.S. city on the Great Lakes ?,city
Who sang about Desmond and Molly Jones ?,ind
"What magazine gives us the cream , not the skim ?",cremat
What does the technique called'cold fusion'produce ?,techmeth
What costume designer decided that Michael Jackson should only wear one glove ?,ind
"What meter did Shakespeare use in writing :'To be , or not to be , that is the question.. .'?",other
How many rows of sprocket holes does a roll of 35-millimeter film have ?,count
What is the goat population of the world ?,count
What company was the original sponsor of TV 's Superman ?,gr
What term does a Czech use to describe a Pole ?,termeq
What sea separates Naples and Algiers ?,other
How many lawyers are there in the state of New Jersey ?,count
What are the most common elements in seawater ?,substance
Describe the Finnish music personality Salonen 's appearance .,desc
What is the origin of the ethnic category'caucasian'?,desc
What is a stratocaster ?,def
What kind of science is cosmology ?,other
Name the blind sculptress in love with the Fantastic Four 's Thing .,ind
What 's the second-lightest element ?,substance
What do you call a'twirl'in ballet ?,termeq
What is the brand name of daminozide ?,product
What is the former name of Zimbabwe ?,termeq
What National Basketball Association superstar told his story in Giant Steps ?,ind
What animals did The Amazing Three masquerade as ?,animal
How did the bikini bathing suite get its name ?,manner
When did Fraze get his first patent for the pull-tab can ?,date
How many games are played in a five-team round-robin tournament ?,count
Who developed the first polio vaccine ?,ind
Who made the first gas engine ?,ind
"What country claimed Rubens , Van Dyck and Bruegel as citizens ?",country
What civil war was fought between 1936 and 1939 ?,event
How many questions do you have on your database ?,count
How do clouds form ?,manner
Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?,other
What character did Tex Avery first create upon arriving at MGM ?,ind
When was the Triangle Shirtwaist fire ?,date
What Asian spiritual and political leader was married at the age of 13 ?,ind
Where is Ocho Rios ?,other
What is the half-life of P-32 ?,def
What ocean does Mauritania border ?,other
Why do pressure cookers save time in the kitchen ?,reason
Why are there 12 people on a jury in criminal cases ?,reason
What do Christian Scientists believe in ?,desc
"What World War I battle saw 6 , 0 troops killed in one day ?",event
What country is Kosovo a part of ?,country
Tell me what city the Kentucky Horse Park is near ?,city
What computer operating system is on the most computers ?,product
What is Bill Gross 's email address ?,other
What is the economic impact of unemployment on the economy ?,desc
"What do the letters D.C. stand for in Washington , D.C. ?",exp
What animals can live the longest without food ?,animal
What English queen had seventeen children ?,ind
"What is the approximate population of Las Vegas , N.M ?",other
How much does the President get paid ?,money
What two baseball players make up the battery ?,ind
What 's the largest letter in Salvador Dali 's signature ?,letter
What does an irate car owner call iron oxide ?,termeq
"Of children between the ages of two and eleven , what percentage watch'The Simpsons'?",perc
What 's the northernmost U.S. state apart from Alaska ?,state
Name an art gallery in New York .,other
Who sells Viagra ?,ind
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,instru
What is the Home Rule Act ?,def
What building are British monarchs crowned in ?,other
What are Bellworts ?,def
Who was Darius ?,desc
What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,cremat
Who did Dita Beard work for ?,ind
What kind of creature is a coot ?,animal
Name the university of which Woodrow Wilson was president .,gr
"What country was first to use the airplane as a weapon of war , against the Turks in Libya ?",country
What university was Woodrow Wilson President of ?,gr
What is a fear of disease ?,dismed
What kind of meat is Fray Bentos synonymous with ?,food
What did Mr. Magoo flog on TV for General Electric ?,other
What are the words to the Canadian National anthem ?,desc
What is the name of the Jewish alphabet ?,termeq
Who served as inspiration for the schoolteacher portrayed by Robin Williams in'Dead Poets Society'?,ind
What is Columbia Tristar 's phone number ?,code
Name the five positions who are in the line of succession to the presidency .,title
Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,ind
Who is the best known villain of the 165 Gunpowder Plot ?,ind
What is the capital of Burkina Faso ?,city
What continent is Bolivia on ?,other
Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,reason
"Who killed more people , Hitler or Stalin ?",ind
What caused Shea & Gould to close their L.A. office ?,reason
What 's the only mammal that can 't jump ?,animal
What U.S. state has the most blondes ?,state
What war saw battles at Parrot 's Beak and Black Virgin ?,event
What was the U.S. highway death toll in 1969 ?,count
What does the name Kelly mean ?,def
What is a phalanx ?,def
What mustachioed comedian portrayed Frankie in North to Alaska ?,ind
What does each of the utilities cost in Monopoly ?,money
"What actor and World War II airman had a $5 , 0 bounty put on his head by Hermann Goering ?",ind
What does e.g. stand for ?,exp
What is the name of the medical condition in which a baby is born without a brain ?,dismed
How do storms form ?,manner
Who is Nicolo Paganini ?,desc
What city is often called The Insurance Capital of the World ?,city
What are the three animals in Sheila Burnford 's The Incredible Journey ?,animal
Who portrayed Dracula in Hammer Studios ' films ?,ind
Name one of the Seven Wonders of the Ancient World .,other
When were fish first believed to be found on earth ?,date
"What President 's favorite Biblical quotation was :'Come now , and let us reason together'.",ind
How many elevators do you ride to reach the top floor of the Empire State Building ?,count
Name the food company that traveled to Soviet Georgia to film a series of ads .,gr
What country was Sir Edmund Hillary born in ?,country
What 's an infant seal called ?,animal
"What was the proper Laugh-In respones to :'Say goodnight , Dick'?",desc
What city was John F. Kennedy nominated for president in ?,city
How long does a dog sleep ?,period
What 1963 Joseph L. Mankiewicz film cost $28 million ?,cremat
What Japanese electronics company was named for a coastal city northeast of Tokyo ?,gr
What can you be fined for having a dog on a beach ?,money
Where did the Battle of the Bulge take place ?,other
How much will the California be in the year 2000 ?,count
"What mystery writer penned'...the glory that was Greece , and the grandeur that was Rome'?",ind
What state full of milk and honey was the destination in The Grapes of Wrath ?,state
What is the tallest building in Japan ?,other
Where is Sinn Fein 's headquarters ?,other
Name Li 'l Abner 's favorite Indian drink .,food
What are some important events of the 1830 's ?,event
The Iraqis launched their attack on Kuwait on what day ?,date
What letter adorns the flag of Rwanda ?,letter
"What did 8 , CD NNS VBP TO VB NNP POS NN .",other
What is God ?,def
What country 's northernmost city is Darwin ?,country
"What sound does Olympia , Washington , overlook ?",other
What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,cremat
What Kentucky city calls itself The Horse Center of America ?,city
How many penny-farthings are there on a Trivial Pursuit game board ?,count
What 's the most abundant element in the sun ?,substance
"What European country boasts the city of Furth , found where the rivers Rednitz and Pegnitz converge ?",country
What U.S. state is Dixville Notch in ?,state
"Where was the Cisalpine Republic , 1797-185 , ?",other
What is the largest shopping mall in the world ?,other
What is the protagonist 's name in Dostoevski 's'The Idiot'?,ind
What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?,other
What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,ind
What is a meerkat ?,def
Who was Jean Nicolet ?,desc
What kind of animal was Winnie the Pooh ?,animal
Which of these are authors ?,ind
What 's the international radio code word for the letter B ?,word
Who was the original Humpty Dumpty ?,ind
What is cache memory ?,def
Aspartame is also known as what ?,termeq
Where is the location of the Orange Bowl ?,other
When is President Nixon 's birthday ?,date
"What is the origin of the midwest slang , ` you 're darn tootin ' ?",desc
Whose cupboard was bare ?,ind
What are the seven seas ?,other
What does IBM stand for ?,exp
What is the difference between jazz and blues ?,desc
What is the C programming language ?,def
What 's the name of Popeye 's adopted son ?,ind
Who invented the vacuum cleaner ?,ind
What is a ` borrow pit ' ?,def
What 2th-century fictional character attends Pencey Prep School ?,ind
How many people in the USA say their number one source of information is the newspaper ?,count
"Who does Shakespeare 's Antonio borrow 3 , 0 ducats from ?",ind
Which country is known as'Big Bear'?,country
"What'melts in your mouth , not in your hands'.",food
How many times a day should you take a prescription marked'q.i.d .'?,count
What is the origin of the atom ?,desc
Who is the Voyager project manager ?,ind
Which radio stations air the Jim Bohannon Radio Talk Show ?,gr
What two commanders directed the forces in the Battle of El Alamein ?,ind
Name the creator of'The Muppets'.,ind
How do I e-mail someone at aol.com from yahoo.com ?,manner
Who replies'I know'to Princess Leia 's confession'I love you'in The Empire Strikes Back ?,ind
What is the meaning of the name Ella ?,def
What 's the home of the Rockettes ?,other
"Where can I find all the information I need to know about the English Civil War , 1642-1649 , ?",other
What is the name of the firm that makes Spumante ?,gr
What sport is played on the largest field ?,sport
Who won the 1967 Academy Award for Best Actor ?,ind
What is after death ?,other
Name the first private citizen to fly in space .,ind
What was football star Elroy Hirsch 's nickname ?,ind
What singer sings'Oh Boy'?,ind
How much pizza do Americans eat in a day ?,count
What is the website for the USA journal ?,other
What army 's motto is Blood and Fire ?,gr
What kind of patent did Ermal Fraze get in 1963 ?,other
What are you hearing when you put a seashell to your ear ?,desc
Why are haunted houses popular ?,reason
Which gender has bigger thighs ?,other
What U.S. state has the second-longest coastline ?,state
What state 's home to the Buffalo Bill Historical Center ?,state
How fast do cheetahs run ?,speed
What is Ray Bradbury 's illustrated man illustrated with ?,other
How fast is a 45Mhz processor ?,speed
"What kind of puzzle first appeared in the U.S. in the New York World on December 21 , 1913 ?",other
What count did Alexandre Dumas write about ?,ind
What are the odds of giving birth to twins ?,perc
What is the largest natural lake in Pennsylvania ?,other
How far is London UK from California ?,dist
Name the two mystical ravens Odin has at his command .,animal
What was the species of Winnie the Pooh ?,animal
What is the virus HIV ?,def
How many years old is Benny Carter ?,count
